scan_location,location_id,hub_type,business_step,event_type,operator_id,device_id,epc_code,epc_header,epc_company,epc_product,epc_lot,epc_manufacture,epc_serial,product_name,event_time,manufacture_date,expiry_date,factory,svm_prediction,anomaly_type
인천공장,1.0,ICN_Factory,Factory,Aggregation,1.0,1.0,001.8805843.2190354.010008.20250701.000012048,1.0,8805843.0,2190354.0,10008.0,20250701.0,12048.0,Product 8,2025-07-01 10:55:47,2025-07-01 10:55:47,20251231.0,icn,-1.0,svm_anomaly
인천공장,1.0,ICN_Factory,Factory,Aggregation,1.0,1.0,001.8805843.2190354.010008.20250701.000012049,1.0,8805843.0,2190354.0,10008.0,20250701.0,12049.0,Product 8,2025-07-01 10:55:47,2025-07-01 10:55:47,20251231.0,icn,-1.0,svm_anomaly
인천공장,1.0,ICN_Factory,Factory,Aggregation,1.0,1.0,001.8805843.2190354.010008.20250701.000012050,1.0,8805843.0,2190354.0,10008.0,20250701.0,12050.0,Product 8,2025-07-01 10:55:48,2025-07-01 10:55:48,20251231.0,icn,-1.0,svm_anomaly
인천공장,1.0,ICN_Factory,Factory,Aggregation,1.0,1.0,001.8805843.2190354.010008.20250701.000012051,1.0,8805843.0,2190354.0,10008.0,20250701.0,12051.0,Product 8,2025-07-01 10:55:48,2025-07-01 10:55:48,20251231.0,icn,-1.0,svm_anomaly
인천공장,1.0,ICN_Factory,Factory,Aggregation,1.0,1.0,001.8805843.2190354.010008.20250701.000012052,1.0,8805843.0,2190354.0,10008.0,20250701.0,12052.0,Product 8,2025-07-01 10:55:48,2025-07-01 10:55:48,20251231.0,icn,-1.0,svm_anomaly
인천공장,1.0,ICN_Factory,Factory,Aggregation,1.0,1.0,001.8805843.2190354.010008.20250701.000012053,1.0,8805843.0,2190354.0,10008.0,20250701.0,12053.0,Product 8,2025-07-01 10:55:48,2025-07-01 10:55:48,20251231.0,icn,-1.0,svm_anomaly
인천공장,1.0,ICN_Factory,Factory,Aggregation,1.0,1.0,001.8805843.2190354.010008.20250701.000012054,1.0,8805843.0,2190354.0,10008.0,20250701.0,12054.0,Product 8,2025-07-01 10:55:48,2025-07-01 10:55:48,20251231.0,icn,-1.0,svm_anomaly
인천공장,1.0,ICN_Factory,Factory,Aggregation,1.0,1.0,001.8805843.2190354.010008.20250701.000012055,1.0,8805843.0,2190354.0,10008.0,20250701.0,12055.0,Product 8,2025-07-01 10:55:48,2025-07-01 10:55:48,20251231.0,icn,-1.0,svm_anomaly
인천공장,1.0,ICN_Factory,Factory,Aggregation,1.0,1.0,001.8805843.2190354.010008.20250701.000012056,1.0,8805843.0,2190354.0,10008.0,20250701.0,12056.0,Product 8,2025-07-01 10:55:48,2025-07-01 10:55:48,20251231.0,icn,-1.0,svm_anomaly
인천공장,1.0,ICN_Factory,Factory,Aggregation,1.0,1.0,001.8805843.2190354.010008.20250701.000012057,1.0,8805843.0,2190354.0,10008.0,20250701.0,12057.0,Product 8,2025-07-01 10:55:48,2025-07-01 10:55:48,20251231.0,icn,-1.0,svm_anomaly
인천공장,1.0,ICN_Factory,Factory,Aggregation,1.0,1.0,001.8805843.2190354.010008.20250701.000012058,1.0,8805843.0,2190354.0,10008.0,20250701.0,12058.0,Product 8,2025-07-01 10:55:49,2025-07-01 10:55:49,20251231.0,icn,-1.0,svm_anomaly
인천공장,1.0,ICN_Factory,Factory,Aggregation,1.0,1.0,001.8805843.2190354.010008.20250701.000012059,1.0,8805843.0,2190354.0,10008.0,20250701.0,12059.0,Product 8,2025-07-01 10:55:49,2025-07-01 10:55:49,20251231.0,icn,-1.0,svm_anomaly
인천공장,1.0,ICN_Factory,Factory,Aggregation,1.0,1.0,001.8805843.2190354.010008.20250701.000012060,1.0,8805843.0,2190354.0,10008.0,20250701.0,12060.0,Product 8,2025-07-01 10:55:49,2025-07-01 10:55:49,20251231.0,icn,-1.0,svm_anomaly
인천공장,1.0,ICN_Factory,Factory,Aggregation,1.0,1.0,001.8805843.2190354.010008.20250701.000012061,1.0,8805843.0,2190354.0,10008.0,20250701.0,12061.0,Product 8,2025-07-01 10:55:49,2025-07-01 10:55:49,20251231.0,icn,-1.0,svm_anomaly
인천공장,1.0,ICN_Factory,Factory,Aggregation,1.0,1.0,001.8805843.2190354.010008.20250701.000012062,1.0,8805843.0,2190354.0,10008.0,20250701.0,12062.0,Product 8,2025-07-01 10:55:49,2025-07-01 10:55:49,20251231.0,icn,-1.0,svm_anomaly
인천공장,1.0,ICN_Factory,Factory,Aggregation,1.0,1.0,001.8805843.2190354.010008.20250701.000012063,1.0,8805843.0,2190354.0,10008.0,20250701.0,12063.0,Product 8,2025-07-01 10:55:49,2025-07-01 10:55:49,20251231.0,icn,-1.0,svm_anomaly
인천공장,1.0,ICN_Factory,Factory,Aggregation,1.0,1.0,001.8805843.2190354.010008.20250701.000012064,1.0,8805843.0,2190354.0,10008.0,20250701.0,12064.0,Product 8,2025-07-01 10:55:49,2025-07-01 10:55:49,20251231.0,icn,-1.0,svm_anomaly
인천공장,1.0,ICN_Factory,Factory,Aggregation,1.0,1.0,001.8805843.2190354.010008.20250701.000012065,1.0,8805843.0,2190354.0,10008.0,20250701.0,12065.0,Product 8,2025-07-01 10:55:50,2025-07-01 10:55:50,20251231.0,icn,-1.0,svm_anomaly
인천공장,1.0,ICN_Factory,Factory,Aggregation,1.0,1.0,001.8805843.2190354.010008.20250701.000012066,1.0,8805843.0,2190354.0,10008.0,20250701.0,12066.0,Product 8,2025-07-01 10:55:50,2025-07-01 10:55:50,20251231.0,icn,-1.0,svm_anomaly
인천공장,1.0,ICN_Factory,Factory,Aggregation,1.0,1.0,001.8805843.2190354.010008.20250701.000012067,1.0,8805843.0,2190354.0,10008.0,20250701.0,12067.0,Product 8,2025-07-01 10:55:50,2025-07-01 10:55:50,20251231.0,icn,-1.0,svm_anomaly
인천공장,1.0,ICN_Factory,Factory,Aggregation,1.0,1.0,001.8805843.2190354.010008.20250701.000012068,1.0,8805843.0,2190354.0,10008.0,20250701.0,12068.0,Product 8,2025-07-01 10:55:50,2025-07-01 10:55:50,20251231.0,icn,-1.0,svm_anomaly
인천공장,1.0,ICN_Factory,Factory,Aggregation,1.0,1.0,001.8805843.2190354.010008.20250701.000012069,1.0,8805843.0,2190354.0,10008.0,20250701.0,12069.0,Product 8,2025-07-01 10:55:50,2025-07-01 10:55:50,20251231.0,icn,-1.0,svm_anomaly
인천공장,1.0,ICN_Factory,Factory,Aggregation,1.0,1.0,001.8805843.2190354.010008.20250701.000012070,1.0,8805843.0,2190354.0,10008.0,20250701.0,12070.0,Product 8,2025-07-01 10:55:51,2025-07-01 10:55:51,20251231.0,icn,-1.0,svm_anomaly
인천공장,1.0,ICN_Factory,Factory,Aggregation,1.0,1.0,001.8805843.2190354.010008.20250701.000012071,1.0,8805843.0,2190354.0,10008.0,20250701.0,12071.0,Product 8,2025-07-01 10:55:51,2025-07-01 10:55:51,20251231.0,icn,-1.0,svm_anomaly
인천공장,1.0,ICN_Factory,Factory,Aggregation,1.0,1.0,001.8805843.2190354.010008.20250701.000012072,1.0,8805843.0,2190354.0,10008.0,20250701.0,12072.0,Product 8,2025-07-01 10:55:51,2025-07-01 10:55:51,20251231.0,icn,-1.0,svm_anomaly
인천공장,1.0,ICN_Factory,Factory,Aggregation,1.0,1.0,001.8805843.2190354.010008.20250701.000012073,1.0,8805843.0,2190354.0,10008.0,20250701.0,12073.0,Product 8,2025-07-01 10:55:51,2025-07-01 10:55:51,20251231.0,icn,-1.0,svm_anomaly
인천공장,1.0,ICN_Factory,Factory,Aggregation,1.0,1.0,001.8805843.2190354.010008.20250701.000012074,1.0,8805843.0,2190354.0,10008.0,20250701.0,12074.0,Product 8,2025-07-01 10:55:51,2025-07-01 10:55:51,20251231.0,icn,-1.0,svm_anomaly
인천공장,1.0,ICN_Factory,Factory,Aggregation,1.0,1.0,001.8805843.2190354.010008.20250701.000012075,1.0,8805843.0,2190354.0,10008.0,20250701.0,12075.0,Product 8,2025-07-01 10:55:52,2025-07-01 10:55:52,20251231.0,icn,-1.0,svm_anomaly
인천공장,1.0,ICN_Factory,Factory,Aggregation,1.0,1.0,001.8805843.2190354.010008.20250701.000012076,1.0,8805843.0,2190354.0,10008.0,20250701.0,12076.0,Product 8,2025-07-01 10:55:52,2025-07-01 10:55:52,20251231.0,icn,-1.0,svm_anomaly
인천공장,1.0,ICN_Factory,Factory,Aggregation,1.0,1.0,001.8805843.2190354.010008.20250701.000012077,1.0,8805843.0,2190354.0,10008.0,20250701.0,12077.0,Product 8,2025-07-01 10:55:52,2025-07-01 10:55:52,20251231.0,icn,-1.0,svm_anomaly
인천공장,1.0,ICN_Factory,Factory,Aggregation,1.0,1.0,001.8805843.2190354.010008.20250701.000012078,1.0,8805843.0,2190354.0,10008.0,20250701.0,12078.0,Product 8,2025-07-01 10:55:52,2025-07-01 10:55:52,20251231.0,icn,-1.0,svm_anomaly
인천공장,1.0,ICN_Factory,Factory,Aggregation,1.0,1.0,001.8805843.2190354.010008.20250701.000012079,1.0,8805843.0,2190354.0,10008.0,20250701.0,12079.0,Product 8,2025-07-01 10:55:52,2025-07-01 10:55:52,20251231.0,icn,-1.0,svm_anomaly
인천공장,1.0,ICN_Factory,Factory,Aggregation,1.0,1.0,001.8805843.2190354.010008.20250701.000012080,1.0,8805843.0,2190354.0,10008.0,20250701.0,12080.0,Product 8,2025-07-01 10:55:52,2025-07-01 10:55:52,20251231.0,icn,-1.0,svm_anomaly
인천공장,1.0,ICN_Factory,Factory,Aggregation,1.0,1.0,001.8805843.2190354.010008.20250701.000012081,1.0,8805843.0,2190354.0,10008.0,20250701.0,12081.0,Product 8,2025-07-01 10:55:52,2025-07-01 10:55:52,20251231.0,icn,-1.0,svm_anomaly
인천공장,1.0,ICN_Factory,Factory,Aggregation,1.0,1.0,001.8805843.2190354.010008.20250701.000012082,1.0,8805843.0,2190354.0,10008.0,20250701.0,12082.0,Product 8,2025-07-01 10:55:52,2025-07-01 10:55:52,20251231.0,icn,-1.0,svm_anomaly
인천공장,1.0,ICN_Factory,Factory,Aggregation,1.0,1.0,001.8805843.2190354.010008.20250701.000012083,1.0,8805843.0,2190354.0,10008.0,20250701.0,12083.0,Product 8,2025-07-01 10:55:52,2025-07-01 10:55:52,20251231.0,icn,-1.0,svm_anomaly
인천공장,1.0,ICN_Factory,Factory,Aggregation,1.0,1.0,001.8805843.2190354.010008.20250701.000012084,1.0,8805843.0,2190354.0,10008.0,20250701.0,12084.0,Product 8,2025-07-01 10:55:53,2025-07-01 10:55:53,20251231.0,icn,-1.0,svm_anomaly
인천공장,1.0,ICN_Factory,Factory,Aggregation,1.0,1.0,001.8805843.2190354.010008.20250701.000012085,1.0,8805843.0,2190354.0,10008.0,20250701.0,12085.0,Product 8,2025-07-01 10:55:53,2025-07-01 10:55:53,20251231.0,icn,-1.0,svm_anomaly
인천공장,1.0,ICN_Factory,Factory,Aggregation,1.0,1.0,001.8805843.2190354.010008.20250701.000012086,1.0,8805843.0,2190354.0,10008.0,20250701.0,12086.0,Product 8,2025-07-01 10:55:53,2025-07-01 10:55:53,20251231.0,icn,-1.0,svm_anomaly
인천공장,1.0,ICN_Factory,Factory,Aggregation,1.0,1.0,001.8805843.2190354.010008.20250701.000012087,1.0,8805843.0,2190354.0,10008.0,20250701.0,12087.0,Product 8,2025-07-01 10:55:53,2025-07-01 10:55:53,20251231.0,icn,-1.0,svm_anomaly
인천공장,1.0,ICN_Factory,Factory,Aggregation,1.0,1.0,001.8805843.2190354.010008.20250701.000012088,1.0,8805843.0,2190354.0,10008.0,20250701.0,12088.0,Product 8,2025-07-01 10:55:53,2025-07-01 10:55:53,20251231.0,icn,-1.0,svm_anomaly
인천공장,1.0,ICN_Factory,Factory,Aggregation,1.0,1.0,001.8805843.2190354.010008.20250701.000012089,1.0,8805843.0,2190354.0,10008.0,20250701.0,12089.0,Product 8,2025-07-01 10:55:54,2025-07-01 10:55:54,20251231.0,icn,-1.0,svm_anomaly
인천공장,1.0,ICN_Factory,Factory,Aggregation,1.0,1.0,001.8805843.2190354.010008.20250701.000012090,1.0,8805843.0,2190354.0,10008.0,20250701.0,12090.0,Product 8,2025-07-01 10:55:54,2025-07-01 10:55:54,20251231.0,icn,-1.0,svm_anomaly
인천공장,1.0,ICN_Factory,Factory,Aggregation,1.0,1.0,001.8805843.2190354.010008.20250701.000012091,1.0,8805843.0,2190354.0,10008.0,20250701.0,12091.0,Product 8,2025-07-01 10:55:54,2025-07-01 10:55:54,20251231.0,icn,-1.0,svm_anomaly
인천공장,1.0,ICN_Factory,Factory,Aggregation,1.0,1.0,001.8805843.2190354.010008.20250701.000012092,1.0,8805843.0,2190354.0,10008.0,20250701.0,12092.0,Product 8,2025-07-01 10:55:54,2025-07-01 10:55:54,20251231.0,icn,-1.0,svm_anomaly
인천공장,1.0,ICN_Factory,Factory,Aggregation,1.0,1.0,001.8805843.2190354.010008.20250701.000012093,1.0,8805843.0,2190354.0,10008.0,20250701.0,12093.0,Product 8,2025-07-01 10:55:55,2025-07-01 10:55:55,20251231.0,icn,-1.0,svm_anomaly
인천공장,1.0,ICN_Factory,Factory,Aggregation,1.0,1.0,001.8805843.2190354.010008.20250701.000012094,1.0,8805843.0,2190354.0,10008.0,20250701.0,12094.0,Product 8,2025-07-01 10:55:55,2025-07-01 10:55:55,20251231.0,icn,-1.0,svm_anomaly
인천공장,1.0,ICN_Factory,Factory,Aggregation,1.0,1.0,001.8805843.2190354.010008.20250701.000012095,1.0,8805843.0,2190354.0,10008.0,20250701.0,12095.0,Product 8,2025-07-01 10:55:55,2025-07-01 10:55:55,20251231.0,icn,-1.0,svm_anomaly
인천공장,1.0,ICN_Factory,Factory,Aggregation,1.0,1.0,001.8805843.2190354.010008.20250701.000012096,1.0,8805843.0,2190354.0,10008.0,20250701.0,12096.0,Product 8,2025-07-01 10:55:55,2025-07-01 10:55:55,20251231.0,icn,-1.0,svm_anomaly
인천공장,1.0,ICN_Factory,Factory,Aggregation,1.0,1.0,001.8805843.2190354.010008.20250701.000012097,1.0,8805843.0,2190354.0,10008.0,20250701.0,12097.0,Product 8,2025-07-01 10:55:55,2025-07-01 10:55:55,20251231.0,icn,-1.0,svm_anomaly
인천공장,1.0,ICN_Factory,Factory,Aggregation,1.0,1.0,001.8805843.2190354.010008.20250701.000012098,1.0,8805843.0,2190354.0,10008.0,20250701.0,12098.0,Product 8,2025-07-01 10:55:55,2025-07-01 10:55:55,20251231.0,icn,-1.0,svm_anomaly
