epc,timestamp,location_id,latitude,longitude,temperature,humidity,signal_strength,movement_speed,epcFake,epcDup,locErr,evtOrderErr,jump,epcFake_ai_score,epcFake_flagged,epcDup_ai_score,epcDup_flagged,locErr_ai_score,locErr_flagged,evtOrderErr_ai_score,evtOrderErr_flagged,jump_ai_score,jump_flagged,overall_risk_score,needs_review
SUSPICIOUS_021,2025-01-16 18:00:00,UNKNOWN_LOC,35.03938072080766,-79.11589914715773,23.32016065444244,106.37503511406423,-92.95469692324356,173.01933546561403,1,0,1,0,1,0.6439923074411372,True,0.23812822244020915,False,0.9259111752885891,True,0.39030276980217155,False,0.8395937637599584,True,0.9259111752885891,True
SUSPICIOUS_009,2025-01-15 18:00:00,FLAGGED_SUPPLIER,35.590404488927064,-79.02561512051429,-6.658884623257013,82.04738496523211,-80.49042766192308,179.8759306483349,1,0,1,0,1,0.6581172761986204,True,0.31882395030601673,False,0.8765915661457315,True,0.3125340200295038,False,0.9258024914796803,True,0.9258024914796803,True
SUSPICIOUS_023,2025-01-16 22:00:00,FLAGGED_SUPPLIER,35.69116352860453,-79.26630258326598,-21.59280885042929,54.72859361707009,-58.669743924769236,152.412490456975,1,1,1,1,1,0.5689252985361,True,0.30826187991241366,False,0.8126997674347407,True,0.3093387648095224,False,0.9248742054657586,True,0.9248742054657586,True
SUSPICIOUS_002,2025-01-15 04:00:00,FLAGGED_SUPPLIER,35.95389372371489,-79.00423670749436,1.6409804321955468,87.40115808244845,-95.25355085861634,136.33789528945582,1,0,1,1,1,0.8092673868618305,True,0.2505567171982409,False,0.8071061316747691,True,0.23888663388016573,False,0.9210552780477611,True,0.9210552780477611,True
SUSPICIOUS_000,2025-01-15 00:00:00,FLAGGED_SUPPLIER,35.26598234930507,-79.18445833285233,-2.6250768046760933,70.31714313118025,-82.04125312894804,164.72975541396093,1,1,1,1,1,0.6589710899096444,True,0.31902929596625496,False,0.8099841771708921,True,0.41189485605113363,False,0.9141699496113751,True,0.9141699496113751,True
SUSPICIOUS_006,2025-01-15 12:00:00,UNKNOWN_LOC,35.842369476262824,-79.62286151138149,11.980431473889283,69.30611716471668,-84.27706814596044,198.1951301953859,1,0,1,0,1,0.7580629509486765,True,0.24002093201230246,False,0.7095342958908466,True,0.34147638031230065,False,0.9104546138292652,True,0.9104546138292652,True
SUSPICIOUS_036,2025-01-18 00:00:00,UNKNOWN_LOC,35.123737644353874,-79.48038643208304,-14.115810395895462,74.05339125539118,-111.60660672572196,122.90917757156019,1,1,1,1,1,0.801842757278659,True,0.33435550670772285,False,0.8633419605360417,True,0.3958219101694141,False,0.9096740584679852,True,0.9096740584679852,True
SUSPICIOUS_031,2025-01-17 14:00:00,UNKNOWN_LOC,35.59467785404137,-79.2191333365791,-36.307212173286075,95.15076463727506,-72.40198153305464,168.02408021094584,1,0,1,0,1,0.7139546589496871,True,0.3492830355566976,False,0.8206665605239314,True,0.3476713669808481,False,0.9007272624615967,True,0.9007272624615967,True
SUSPICIOUS_032,2025-01-17 16:00:00,FLAGGED_SUPPLIER,35.6579121178675,-79.16270832740973,-6.01755346744257,80.37313379930882,-74.44703694440238,144.37787044499524,1,0,1,0,1,0.8449104863996657,True,0.3863701321689499,False,0.7157146507535952,True,0.40616971278818464,False,0.8964400502495534,True,0.8964400502495534,True
SUSPICIOUS_005,2025-01-15 10:00:00,FLAGGED_SUPPLIER,35.71551242738987,-79.76762145024385,-6.8915279506428595,92.86473595056121,-96.74637362343375,197.42239503670004,0,0,0,0,1,0.8599949107289104,True,0.3915317005580368,False,0.7118748096248548,True,0.33729920708831984,False,0.8936201425987489,True,0.8936201425987489,True
SUSPICIOUS_019,2025-01-16 14:00:00,FLAGGED_SUPPLIER,35.106159563052685,-79.08922460616945,-8.720736628150489,40.2047229514707,-88.06546637233737,196.1834951014569,1,0,1,0,1,0.6843347806531479,True,0.32804395193683267,False,0.8373908963453804,True,0.2227459780045148,False,0.8932281678262343,True,0.8932281678262343,True
SUSPICIOUS_049,2025-01-19 02:00:00,FLAGGED_SUPPLIER,35.30527484633763,-79.14775746045196,25.113260332438813,73.61864149806625,-49.19019557279009,181.45061139004426,0,0,0,0,1,0.5790206167468797,True,0.22951666127594833,False,0.8741744661368418,True,0.3715406205803832,False,0.8873321168732164,True,0.8873321168732164,True
SUSPICIOUS_039,2025-01-18 06:00:00,FLAGGED_SUPPLIER,35.918448708752784,-79.35211012758636,2.6242236667548022,79.45896571848496,-83.85715785894648,123.97799442648147,1,1,1,1,1,0.6826645065336898,True,0.2142652663089949,False,0.8866023231070522,True,0.4732467120419538,False,0.8670057991674341,True,0.8866023231070522,True
SUSPICIOUS_001,2025-01-15 02:00:00,FLAGGED_SUPPLIER,35.59938951462973,-79.73531691167841,10.483935083211332,77.5166420357858,-76.67772414249598,184.89512330081203,1,0,1,0,1,0.61051152803195,True,0.26002358764868405,False,0.7214840906447246,True,0.49016482823478985,False,0.8847861317446122,True,0.8847861317446122,True
SUSPICIOUS_011,2025-01-15 22:00:00,FLAGGED_SUPPLIER,35.24950093845666,-79.76135549800317,-29.631013620590046,92.6734543358954,-70.95455794019836,168.1827077496353,0,0,1,0,1,0.6505380219206857,True,0.29641354384780466,False,0.7435837506467469,True,0.35783959448616426,False,0.8845709949457374,True,0.8845709949457374,True
EPC_000972,2025-01-18 13:00:00,CHI_STORE,40.538613037794306,-74.29103065012349,20.609851352055692,38.519833700475886,-70.391769216915,13.626660715484833,0,0,0,0,0,0.8819944763328091,True,0.04850778859101539,False,0.015201757462524031,False,0.028988022010745483,False,0.04504035591534419,False,0.8819944763328091,True
SUSPICIOUS_046,2025-01-18 20:00:00,UNKNOWN_LOC,35.25114420079598,-79.43944009312226,5.987516607987811,111.51945266352499,-84.65274919828617,149.50900212156415,0,0,1,1,1,0.8560863161071222,True,0.23708696266106596,False,0.8388826633578759,True,0.4318029655292362,False,0.8813454290203638,True,0.8813454290203638,True
SUSPICIOUS_020,2025-01-16 16:00:00,UNKNOWN_LOC,35.883535458071506,-79.05433937953865,-8.653348769447124,88.25578350664185,-73.91329747750508,126.77577652306394,1,1,0,0,1,0.6408501620392534,True,0.3855217419982906,False,0.8793054286414891,True,0.38230038608059275,False,0.8100500515546513,True,0.8793054286414891,True
SUSPICIOUS_022,2025-01-16 20:00:00,UNKNOWN_LOC,35.481180389489666,-79.12638808734059,6.50667833579508,70.7297495014523,-97.57029885993254,126.35418297157314,1,0,1,1,1,0.675472308186062,True,0.30741745568386264,False,0.7802423618800419,True,0.3720261812862169,False,0.8766092660831185,True,0.8766092660831185,True
SUSPICIOUS_030,2025-01-17 12:00:00,UNKNOWN_LOC,35.4758869717789,-79.12698098713534,-22.21136200116163,106.07603942481173,-99.45500396140689,184.30863773588084,0,1,1,0,1,0.6664945376823271,True,0.2032250182344113,False,0.8058799998133372,True,0.281138164679097,False,0.8766044268551758,True,0.8766044268551758,True
SUSPICIOUS_014,2025-01-16 04:00:00,UNKNOWN_LOC,35.482219969290384,-79.60274760294485,4.293089426588779,44.28997052153409,-108.02853762094293,156.83952136244034,1,0,1,0,1,0.8422364394438961,True,0.2628393972669104,False,0.772357165818472,True,0.28545820658695975,False,0.8765619624064679,True,0.8765619624064679,True
SUSPICIOUS_047,2025-01-18 22:00:00,UNKNOWN_LOC,35.773428350980296,-79.7167523213728,-15.592974825891442,55.40909984522769,-90.63075631295023,184.31816195353085,1,0,1,0,1,0.6189688391881546,True,0.23021792675744576,False,0.7485406404464698,True,0.25503837692677134,False,0.8730604815937921,True,0.8730604815937921,True
SUSPICIOUS_003,2025-01-15 06:00:00,FLAGGED_SUPPLIER,35.588013751147706,-79.04376901154055,28.248585727394293,76.96171981601054,-95.96588679882659,127.760724302444,1,0,1,0,1,0.8697367615013043,True,0.3668271182270028,False,0.8015148718462339,True,0.38088048761462445,False,0.8030430219003185,True,0.8697367615013043,True
SUSPICIOUS_042,2025-01-18 12:00:00,FLAGGED_SUPPLIER,35.98415498532857,-79.95284686830774,-3.2436939748031586,99.46105505286314,-68.6691610794096,124.88551237604402,0,0,1,0,1,0.6434618489071796,True,0.2662206714531762,False,0.725742073490878,True,0.2843121832207695,False,0.8691773499480794,True,0.8691773499480794,True
SUSPICIOUS_040,2025-01-18 08:00:00,FLAGGED_SUPPLIER,35.88901388983565,-79.97143611368419,10.65943399375262,68.14059708218264,-96.47605953617456,168.22614075494988,1,0,1,0,1,0.8683583136095885,True,0.3542737984656653,False,0.7686269031056656,True,0.3072723066141515,False,0.8173173836915043,True,0.8683583136095885,True
SUSPICIOUS_016,2025-01-16 08:00:00,UNKNOWN_LOC,35.02174837436651,-79.65740266083066,-38.89334268165587,67.60393778173652,-69.61011978775326,158.25784403980367,1,0,1,0,1,0.5465356825941161,True,0.2749349214434029,False,0.8234702525693997,True,0.21440647722450903,False,0.8593093211506185,True,0.8593093211506185,True
SUSPICIOUS_017,2025-01-16 10:00:00,UNKNOWN_LOC,35.79668146671172,-79.16783916722196,21.04294407484944,46.069595715310115,-76.88838826526218,175.8008352867726,1,1,1,0,1,0.7718961138132012,True,0.3284606302349865,False,0.8162324739768785,True,0.4951298635149725,False,0.8583138606198808,True,0.8583138606198808,True
SUSPICIOUS_012,2025-01-16 00:00:00,UNKNOWN_LOC,35.967763443586335,-79.58614880377348,-2.4038879684056287,61.504732296828024,-60.959745224798915,134.0424642309331,1,0,1,0,0,0.6697599714392017,True,0.30726620803465793,False,0.773585685801112,True,0.422540248156424,False,0.8561681312463512,True,0.8561681312463512,True
SUSPICIOUS_044,2025-01-18 16:00:00,UNKNOWN_LOC,35.01730830319645,-79.92801761827207,-6.9254991302605795,109.45817523272076,-69.22005092815465,189.13173219247037,0,0,1,1,1,0.4005480032784331,False,0.23163109190913972,False,0.8542859111225254,True,0.25909557835312413,False,0.8468527464154535,True,0.8542859111225254,True
SUSPICIOUS_024,2025-01-17 00:00:00,FLAGGED_SUPPLIER,35.18132161999009,-79.77805673036647,-2.8957063653189565,86.7335293117685,-79.29912434670848,190.44740895900503,0,0,1,0,1,0.6346168403413994,True,0.21607448893398204,False,0.8530206510352903,True,0.26892410831776997,False,0.8102123930377206,True,0.8530206510352903,True
SUSPICIOUS_034,2025-01-17 20:00:00,FLAGGED_SUPPLIER,35.68278908542579,-79.13236748551994,3.189155317857951,80.95231170760695,-47.2364665047468,140.71591596240262,1,0,1,1,1,0.6834458496454427,True,0.29028244379288093,False,0.8107245868066657,True,0.4797287193158326,False,0.8506602377408973,True,0.8506602377408973,True
SUSPICIOUS_048,2025-01-19 00:00:00,UNKNOWN_LOC,35.40987379863745,-79.08680378833807,2.0259768493801227,86.63518538986916,-67.60025445164523,145.16553593744953,0,0,0,1,1,0.627972975904629,True,0.28645194229311977,False,0.8501124275876137,True,0.4015182321166695,False,0.8319563551681186,True,0.8501124275876137,True
EPC_000640,2025-01-29 04:00:00,LA_WAREHOUSE,40.82721089315449,-73.6931930300837,19.061207347758636,30.81127842817177,-70.44104098753792,40.15516463736926,0,0,0,0,0,0.8495266405964899,True,0.010847994686527022,False,0.029528054113900734,False,0.0431324419674849,False,0.01708300352060845,False,0.8495266405964899,True
SUSPICIOUS_045,2025-01-18 18:00:00,UNKNOWN_LOC,35.761451331104084,-79.24059694112469,-9.354454259475135,43.47619343467902,-115.36679711615643,168.32317961553065,1,0,1,0,1,0.8481440763178036,True,0.3900495318461752,False,0.7698780086876137,True,0.23665256535313328,False,0.8273380453917881,True,0.8481440763178036,True
SUSPICIOUS_025,2025-01-17 02:00:00,FLAGGED_SUPPLIER,35.57708898182839,-79.46652672799212,10.445658834994823,88.54071434651875,-84.9946538168501,182.20256267777583,1,1,1,1,1,0.6556435215611044,True,0.300779972691012,False,0.7330787084106525,True,0.3198307011047793,False,0.8468127089374355,True,0.8468127089374355,True
SUSPICIOUS_007,2025-01-15 14:00:00,UNKNOWN_LOC,35.91772307366425,-79.89500989546791,5.744170484537257,82.65615609409312,-83.25357805296356,134.59613477780036,0,1,1,1,1,0.7011610286390972,True,0.25778273566196663,False,0.8167146658137856,True,0.26440903896041784,False,0.8466870620206108,True,0.8466870620206108,True
EPC_000690,2025-01-11 15:00:00,NYC_WAREHOUSE,40.84248283845418,-73.52450575895489,25.003832425802656,43.86968932701361,-71.8565585339132,56.709653681689666,0,0,0,0,0,0.8462667644424046,True,0.03640531091662635,False,0.025223372519139413,False,0.03896114408558492,False,0.041884111128346585,False,0.8462667644424046,True
SUSPICIOUS_033,2025-01-17 18:00:00,UNKNOWN_LOC,35.92345387834076,-79.04695804233327,-8.325870912218019,87.98488045195472,-61.65367056605917,134.74439288454207,1,0,1,0,1,0.45845945035377894,False,0.2632350885511733,False,0.7250114752740662,True,0.4509818060665467,False,0.8458519434012866,True,0.8458519434012866,True
SUSPICIOUS_027,2025-01-17 06:00:00,UNKNOWN_LOC,35.61072386788559,-79.90804498369315,-46.510885602315156,88.05313541696606,-46.01280728625365,145.97047583552188,1,1,1,0,1,0.6319031189475254,True,0.22659618045790622,False,0.8204435420935403,True,0.4181838876148318,False,0.8407459414461816,True,0.8407459414461816,True
EPC_001090,2025-01-06 09:00:00,CHI_STORE,40.34689302345238,-74.04771318378207,17.990836005035852,42.21558477445096,-71.32143008376578,67.87059578593764,0,0,0,0,0,0.8400384863310107,True,0.04252590712288058,False,0.04827372798643452,False,0.036411643616478896,False,0.03518247709466002,False,0.8400384863310107,True
SUSPICIOUS_008,2025-01-15 16:00:00,UNKNOWN_LOC,35.50046303925879,-79.94828676502644,20.3411977029554,107.18876338296951,-70.13730412474924,174.7985204048232,1,1,1,0,1,0.7741088015159343,True,0.30948369460680136,False,0.781897828484731,True,0.2532701101292487,False,0.8368899293775605,True,0.8368899293775605,True
SUSPICIOUS_010,2025-01-15 20:00:00,UNKNOWN_LOC,35.78312700005016,-79.43875679051618,27.881762618660716,52.10910293108482,-51.331524398591,152.52712424433687,1,0,1,0,1,0.5970147350715729,True,0.3673532573137216,False,0.7281369338414185,True,0.38889723127385933,False,0.8367394166463247,True,0.8367394166463247,True
EPC_000984,2025-01-11 06:00:00,LA_WAREHOUSE,40.410016325963724,-74.28694060309765,21.69852190282106,39.53210326681831,-72.97911791454064,36.031091056139466,0,0,0,0,0,0.8323420662456379,True,0.04374592748608432,False,0.046944579950836715,False,0.019205708761891534,False,0.026825895671087036,False,0.8323420662456379,True
SUSPICIOUS_015,2025-01-16 06:00:00,FLAGGED_SUPPLIER,35.80155993005126,-79.68050677719428,-0.9969595550108039,99.73907157377486,-74.89066750729619,197.7861531394658,1,0,1,0,1,0.7598140009128475,True,0.2657804173925202,False,0.8192821891077837,True,0.28841039020434445,False,0.8224939286519082,True,0.8224939286519082,True
EPC_001743,2025-01-13 17:00:00,CHI_STORE,40.14017794734445,-74.2989199673651,25.172711798453438,48.534782110219005,-72.92421528950409,32.17824067322979,0,0,0,0,0,0.8128783729242174,True,0.04219406106141371,False,0.04138504993758083,False,0.021226017448807442,False,0.040921442200336576,False,0.8128783729242174,True
EPC_000109,2025-01-22 01:00:00,LA_WAREHOUSE,40.929478118430694,-74.32662334869536,14.979447255387148,54.73571281158421,-77.05020177637249,15.652751053529101,0,0,0,0,0,0.8074279635708888,True,0.036190996231919764,False,0.029625671755467535,False,0.04058559888497922,False,0.040702230617366685,False,0.8074279635708888,True
SUSPICIOUS_043,2025-01-18 14:00:00,UNKNOWN_LOC,35.821553861191646,-79.15134486797439,5.562675198396924,45.794501689545804,-65.19144206584046,193.77129863693204,1,0,1,1,0,0.4973352934886387,False,0.28874617838528427,False,0.7266965286776329,True,0.4760873528220074,False,0.8067533942892429,True,0.8067533942892429,True
EPC_000851,2025-01-01 00:00:00,NYC_WAREHOUSE,40.42889136829389,-74.11572131270717,20.3270108106247,57.10245534312468,-72.84513681855627,11.745332770744904,0,0,0,0,0,0.8051916941531844,True,0.012863443551753947,False,0.03475435167070161,False,0.03783812527663584,False,0.04298334781104263,False,0.8051916941531844,True
EPC_001403,2025-01-22 03:00:00,NYC_WAREHOUSE,40.01909984876771,-74.02969375008905,22.019936322061294,46.445635267721045,-71.00049655282294,60.29127216376246,0,0,0,0,0,0.7971175056113968,True,0.045460928223885415,False,0.037368267159725486,False,0.048171846861791635,False,0.01701905162698374,False,0.7971175056113968,True
EPC_001126,2025-01-07 23:00:00,NYC_WAREHOUSE,40.918277475552685,-73.96124360600722,19.830943318941987,51.86638134630805,-71.3429212255223,49.56430246219322,0,0,0,0,0,0.7934283267517461,True,0.026392112007503347,False,0.019158419108872216,False,0.0329271708919438,False,0.02178677991319429,False,0.7934283267517461,True
EPC_001372,2025-01-19 07:00:00,NYC_WAREHOUSE,40.90322507886523,-73.93755666198444,17.986277125959948,35.79950155034168,-77.79098022610943,16.25788730949778,0,0,0,0,0,0.7854557452299304,True,0.02465870266611834,False,0.024168621872036118,False,0.04075423231523553,False,0.01665577224454437,False,0.7854557452299304,True
EPC_001292,2025-02-02 08:00:00,NYC_WAREHOUSE,40.81287815739312,-74.12962474939079,18.669943602194234,37.79882153042155,-76.7869200554855,43.053099372139904,0,0,0,0,0,0.7730903332650121,True,0.04602851696491992,False,0.028494556065185847,False,0.04065891412523388,False,0.02906452912227967,False,0.7730903332650121,True
EPC_001396,2025-01-31 11:00:00,CHI_STORE,40.138708269235366,-74.4179745123718,20.72908636226547,36.42395401906087,-71.47194816982862,69.94106264878694,0,0,0,0,0,0.7711470861103461,True,0.03463623633361886,False,0.049164337710442735,False,0.022652843838768116,False,0.030031695031191824,False,0.7711470861103461,True
EPC_000520,2025-01-21 02:00:00,NYC_WAREHOUSE,40.499176619529116,-73.78533630205509,21.730349125294428,60.44278112391414,-76.67639302748665,9.379237031475364,0,0,0,0,0,0.7700375879670573,True,0.03585853925876549,False,0.030456187983085997,False,0.03843983336816307,False,0.024728044736948604,False,0.7700375879670573,True
EPC_000100,2025-01-15 10:00:00,CHI_STORE,40.900762633166345,-74.45950603975518,17.696195802263148,31.627919902476002,-70.22730670776544,34.47075344587218,0,0,0,0,0,0.7519808099389143,True,0.021830600634566988,False,0.029145594003877895,False,0.010846178356212195,False,0.025240948681708605,False,0.7519808099389143,True
EPC_001053,2025-01-06 21:00:00,NYC_WAREHOUSE,40.537339681999896,-74.47223710575781,21.2850333038444,52.438278740098994,-72.7259913539404,19.131429243683804,0,0,0,0,0,0.7461258632747707,True,0.02067160867379975,False,0.04746804533013414,False,0.017963312709745317,False,0.03746903363622154,False,0.7461258632747707,True
EPC_001684,2025-02-04 20:00:00,NYC_WAREHOUSE,40.57592831344372,-74.2922045733515,20.151636364407576,36.621846010259446,-70.20338928503854,26.84505911805183,0,0,0,0,0,0.7458932363707065,True,0.04779917386218489,False,0.023535105615274263,False,0.04059308044589177,False,0.013910701414861424,False,0.7458932363707065,True
EPC_001580,2025-01-22 20:00:00,NYC_WAREHOUSE,40.398541760719304,-73.93372825194079,18.908888492039328,61.35015590275644,-79.00071171373207,28.14449416016746,0,0,0,0,0,0.7262381404305125,True,0.025913185115777615,False,0.04561978044713997,False,0.023536345266508243,False,0.019700326625962678,False,0.7262381404305125,True
EPC_000087,2025-02-02 07:00:00,NYC_WAREHOUSE,40.35566102870042,-73.56132970934894,20.358117998685987,37.836728553859324,-72.29003290722807,48.57774703886369,0,0,0,0,0,0.723039605401949,True,0.02419258344341554,False,0.028629380942964973,False,0.022469460278894314,False,0.046485233345251564,False,0.723039605401949,True
EPC_001054,2025-01-02 12:00:00,CHI_STORE,40.982101929175734,-73.97550728036634,20.08377277001622,44.36315599293102,-72.89658956207748,20.704103317909738,0,0,0,0,0,0.7210471617789053,True,0.039262400036669885,False,0.047043219595583274,False,0.02066036020892166,False,0.03144776941149779,False,0.7210471617789053,True
EPC_001493,2025-01-14 23:00:00,CHI_STORE,40.372320667735345,-74.39177807556723,18.679665691603645,29.55080812332374,-71.4260580412363,41.674723298520234,0,0,0,0,0,0.7120269515159724,True,0.013320090720895194,False,0.04247268889250125,False,0.04558303509801756,False,0.03861703642462106,False,0.7120269515159724,True
EPC_001349,2025-01-17 22:00:00,NYC_WAREHOUSE,40.36410125616166,-73.99647440038224,16.425010452680795,42.723205854403005,-75.61993259460513,45.69423646864515,0,0,0,0,0,0.7109490494537845,True,0.02946307239439319,False,0.04651087841862601,False,0.020794157470504837,False,0.038199737622246176,False,0.7109490494537845,True
EPC_000795,2025-01-10 10:00:00,LA_WAREHOUSE,40.37775509558636,-74.13621035962257,23.297621492682453,39.717524015255485,-73.09824336385353,4.387871532397717,0,0,0,0,0,0.7033855238883246,True,0.021122242393044468,False,0.020517284495900616,False,0.027288723703165693,False,0.01716746628267156,False,0.7033855238883246,True
EPC_001827,2025-02-06 13:00:00,LA_WAREHOUSE,40.50872493629654,-74.22781911591647,16.93411597706128,45.97971662605317,-73.0186302480387,38.86682779883044,0,0,0,0,0,0.6779544044690583,True,0.01203451808332657,False,0.047414050033887024,False,0.01992195276516408,False,0.03757998076355473,False,0.6779544044690583,True
EPC_000902,2025-01-21 13:00:00,LA_WAREHOUSE,40.766439845795574,-73.84900895092628,20.932795013228453,40.33929109311263,-72.05684237876827,10.607615714326663,0,0,0,0,0,0.6709134242499817,True,0.02127542438772509,False,0.0190177113263367,False,0.03459714112580553,False,0.04664991105522163,False,0.6709134242499817,True
EPC_001815,2025-01-07 21:00:00,CHI_STORE,40.44687956766748,-73.6115029099771,19.99630291068407,57.579876573283045,-74.8829348704154,54.06194005902019,0,0,0,0,0,0.6701273248442401,True,0.011082928334844517,False,0.031471607679957755,False,0.03780050952997841,False,0.04758247487002086,False,0.6701273248442401,True
EPC_000887,2025-01-31 13:00:00,LA_WAREHOUSE,40.27941035065493,-74.2168180763982,14.538323190115229,57.420882583567135,-70.52796756661658,35.55538379444406,0,0,0,0,0,0.6414985151445954,True,0.03279604362898838,False,0.024471338026116944,False,0.0252584820883893,False,0.018961486748576402,False,0.6414985151445954,True
EPC_000643,2025-01-20 11:00:00,CHI_STORE,40.81786583681722,-74.2428980562979,18.65286806207736,46.67890143812831,-73.57815382363069,59.69009365307896,0,0,0,0,0,0.6315386171407825,True,0.037566353688673074,False,0.03537311973554473,False,0.03530171486473976,False,0.03249841538081856,False,0.6315386171407825,True
EPC_001822,2025-02-05 21:00:00,LA_WAREHOUSE,40.93975562333621,-74.11822973299618,20.392347387577455,35.26758032590451,-72.99183530454972,65.20480793929174,0,0,0,0,0,0.6169128342879086,True,0.040831244433779196,False,0.03850250023062928,False,0.023727677951030778,False,0.019293743499152034,False,0.6169128342879086,True
EPC_001820,2025-01-22 16:00:00,LA_WAREHOUSE,40.666533687156694,-73.51589371634178,16.205802928574272,58.811554177495616,-71.8852497457002,46.49997377112116,0,0,0,0,0,0.6075969494673615,True,0.037694416021598814,False,0.019482477139286997,False,0.04782195437640067,False,0.04710757009795162,False,0.6075969494673615,True
EPC_000205,2025-02-08 00:00:00,NYC_WAREHOUSE,40.469122792340876,-74.3319269061356,25.040442474939454,34.61369395464931,-48.709546812596166,25.013825207569667,0,0,0,0,0,0.04339730574226586,False,0.049980175292223206,False,0.03156679681963635,False,0.026202556023518273,False,0.0478295430374476,False,0.049980175292223206,False
EPC_001326,2025-01-01 18:00:00,LA_WAREHOUSE,40.10116477683063,-73.89840011195045,24.910026804446147,54.61579678268803,-67.35090336038078,56.011834722570526,0,0,0,0,0,0.04996498105991064,False,0.013046142401420036,False,0.027590326415541724,False,0.04567065448967135,False,0.034149708945037174,False,0.04996498105991064,False
EPC_001278,2025-02-06 18:00:00,NYC_WAREHOUSE,40.85894238444616,-73.55686088972466,14.66673523942882,40.70189827187092,-57.60774612360062,19.05760910932609,0,0,0,0,0,0.03743406229342426,False,0.01767583535411944,False,0.025037886884682444,False,0.049949209365987554,False,0.023100073498467724,False,0.049949209365987554,False
EPC_000980,2025-01-07 20:00:00,CHI_STORE,40.39963398328792,-73.50902210899028,23.34740840478253,41.65579703634296,-68.81997922240171,66.86838106829029,0,0,0,0,0,0.02126555576058673,False,0.03255272970063596,False,0.04994767233667846,False,0.03183618583513951,False,0.01815870628395149,False,0.04994767233667846,False
