epc,timestamp,location_id,latitude,longitude,temperature,humidity,signal_strength,movement_speed,epcFake,epcDup,locErr,evtOrderErr,jump,temp_anomaly,speed_anomaly,epcFake_predicted,epcFake_confidence,epcDup_predicted,epcDup_confidence,locErr_predicted,locErr_confidence,evtOrderErr_predicted,evtOrderErr_confidence,jump_predicted,jump_confidence,overall_risk_score
EPC_000451,2025-01-20 05:00:00,NYC_WAREHOUSE,40.26503845601027,-73.5555297952557,17.710236814226924,46.525969585655055,-49.71217576708737,37.845485815761776,0,0,0,0,0,0.11448815928865379,0.0,0.5078118,0.5078118,0.49719107,0.49719107,0.53653336,0.53653336,0.49711648,0.49711648,0.4888567,0.4888567,0.53653336
EPC_000853,2025-01-06 00:00:00,LA_WAREHOUSE,40.757472402624984,-74.39550809808543,20.019781705636596,38.97066897406284,-58.153351537137745,26.132848439207418,0,0,0,0,0,0.0009890852818298158,0.0,0.5002767,0.5002767,0.5234805,0.5234805,0.5282659,0.5282659,0.49286637,0.49286637,0.46911246,0.46911246,0.5282659
EPC_000801,2025-01-22 10:00:00,CHI_STORE,40.72493532497997,-74.43172708330451,24.122581841762294,34.87291454762935,-53.578172282891124,37.03344485762286,0,0,0,0,0,0.2061290920881147,0.0,0.49614528,0.49614528,0.509526,0.509526,0.5429023,0.5429023,0.50263166,0.50263166,0.49348998,0.49348998,0.5429023
EPC_000500,2025-01-03 23:00:00,LA_WAREHOUSE,40.99341938480462,-74.01740521225146,22.468056456994752,48.3798578318978,-51.333247534720286,40.039629201617856,0,0,0,0,0,0.12340282284973761,0.0,0.50290406,0.50290406,0.49846035,0.49846035,0.54788744,0.54788744,0.5007263,0.5007263,0.50070477,0.50070477,0.54788744
EPC_000808,2025-01-23 08:00:00,CHI_STORE,40.43188978416731,-74.42361940898734,21.550678508602907,49.39919055832029,-47.95779648948164,40.63532943406382,0,0,0,0,0,0.07753392543014534,0.0,0.50719273,0.50719273,0.49538818,0.49538818,0.539266,0.539266,0.4824123,0.4824123,0.49500266,0.49500266,0.539266
FAKE_000067,2025-01-16 09:30:00,UNKNOWN_LOC,35.021913577934775,-79.56815232130329,6.291423792079788,80.53352862099838,-79.19262858120273,225.5818542348331,1,0,1,1,1,0.6854288103960106,1.455818542348331,0.6267877,0.6267877,0.34969068,0.34969068,0.40313217,0.40313217,0.27746478,0.27746478,0.6131159,0.6131159,0.6267877
EPC_000316,2025-02-04 23:00:00,CHI_STORE,40.47619267583443,-73.7512086495901,25.857221783068766,53.77710885662075,-63.03683661872277,5.963413765257779,0,0,0,0,0,0.29286108915343834,0.0,0.49865034,0.49865034,0.5002634,0.5002634,0.5467417,0.5467417,0.50154483,0.50154483,0.53632194,0.53632194,0.5467417
EPC_000840,2025-01-27 22:00:00,LA_WAREHOUSE,40.34738975443258,-74.06781454341849,19.058652132744164,54.899009062962875,-63.04368851777326,39.51136603766628,0,0,0,0,0,0.047067393362791775,0.0,0.5129838,0.5129838,0.49081916,0.49081916,0.52724147,0.52724147,0.4783607,0.4783607,0.50885993,0.50885993,0.52724147
EPC_000860,2025-01-03 00:00:00,NYC_WAREHOUSE,40.822180898136935,-73.94750516029745,23.022312080107188,40.362139779231114,-53.57805034967499,28.07820818895514,0,0,0,0,0,0.1511156040053594,0.0,0.49791247,0.49791247,0.51079524,0.51079524,0.5472656,0.5472656,0.50677675,0.50677675,0.49237576,0.49237576,0.5472656
EPC_000218,2025-01-18 03:00:00,CHI_STORE,40.81284668985726,-73.78530600062976,21.383892762308154,53.00699930812186,-55.468614046601516,31.671035662222778,0,0,0,0,0,0.06919463811540769,0.0,0.5053551,0.5053551,0.4991358,0.4991358,0.5463705,0.5463705,0.49663687,0.49663687,0.5030717,0.5030717,0.5463705
EPC_000940,2025-02-04 03:00:00,CHI_STORE,40.63133287742674,-73.8703364622335,21.275149460156353,44.88350185036915,-57.07972479254303,33.25170604000158,0,0,0,0,0,0.06375747300781764,0.0,0.5040881,0.5040881,0.50544214,0.50544214,0.54395276,0.54395276,0.49857464,0.49857464,0.4921589,0.4921589,0.54395276
FAKE_000013,2025-01-15 06:30:00,SUSPICIOUS_WAREHOUSE,35.41571485357474,-79.1586168144614,22.39322134056197,102.2386263363688,-76.48676061068588,287.6809657194458,1,1,0,0,1,0.11966106702809842,2.076809657194458,0.6358022,0.6358022,0.31689867,0.31689867,0.49055842,0.49055842,0.24735717,0.24735717,0.6257663,0.6257663,0.6358022
EPC_000167,2025-01-12 10:00:00,CHI_STORE,40.157269282264615,-73.67985562843093,17.162859758141465,43.92820619693647,-57.27378703756753,17.623638928739574,0,0,0,0,0,0.14185701209292673,0.0,0.50403976,0.50403976,0.5117849,0.5117849,0.52247435,0.52247435,0.49597386,0.49597386,0.48649383,0.48649383,0.52247435
EPC_000011,2025-02-01 10:00:00,CHI_STORE,40.25075517733906,-74.18087626289979,19.934086037479933,44.47051215749697,-49.2082500845936,41.36332569315924,0,0,0,0,0,0.003295698126003366,0.0,0.5085966,0.5085966,0.50119805,0.50119805,0.5383725,0.5383725,0.48384362,0.48384362,0.4782634,0.4782634,0.5383725
FAKE_000084,2025-01-16 18:00:00,SUSPICIOUS_WAREHOUSE,35.94481906170691,-79.45669607462105,5.43244412136384,78.92966019198992,-92.88109902860393,135.7764993857669,0,0,1,1,1,0.728377793931808,0.557764993857669,0.59834623,0.59834623,0.37803864,0.37803864,0.36735645,0.36735645,0.31787515,0.31787515,0.61730295,0.61730295,0.61730295
EPC_000252,2025-01-29 04:00:00,CHI_STORE,40.90152296546596,-74.28191376267412,18.225730579229673,33.92738422245699,-50.67812226681899,38.00469024806868,0,0,0,0,0,0.08871347103851637,0.0,0.499332,0.499332,0.52075344,0.52075344,0.5238449,0.5238449,0.5010929,0.5010929,0.45901147,0.45901147,0.5238449
EPC_000154,2025-01-12 21:00:00,LA_WAREHOUSE,40.24667150418976,-74.44138183404708,17.363774248440016,58.15336441419785,-40.818887369812686,0.7498265732633325,0,0,0,0,0,0.13181128757799918,0.0,0.5013328,0.5013328,0.5135923,0.5135923,0.515701,0.515701,0.4742277,0.4742277,0.48503083,0.48503083,0.515701
EPC_000958,2025-01-03 02:00:00,CHI_STORE,40.71653447148325,-74.28606510419505,19.92119989753625,54.305795212647375,-47.22573849082447,16.050207356510487,0,0,0,0,0,0.00394000512318744,0.0,0.50319546,0.50319546,0.5128591,0.5128591,0.53284544,0.53284544,0.4830025,0.4830025,0.48269397,0.48269397,0.53284544
EPC_000135,2025-02-03 22:00:00,CHI_STORE,40.09731812118541,-74.47688434190488,18.687402212740796,48.84890128507135,-47.96983985457813,15.756014046126726,0,0,0,0,0,0.06562988936296019,0.0,0.5041404,0.5041404,0.5124605,0.5124605,0.5205189,0.5205189,0.47593394,0.47593394,0.47835144,0.47835144,0.5205189
FAKE_000094,2025-01-16 23:00:00,SUSPICIOUS_WAREHOUSE,35.34108906799793,-79.80322440029657,12.863573001254638,91.41200980391291,-89.19464216995766,283.21880934000063,1,1,0,1,1,0.3568213499372681,2.0321880934000065,0.6406201,0.6406201,0.32561952,0.32561952,0.43964115,0.43964115,0.24773645,0.24773645,0.62264895,0.62264895,0.6406201
EPC_000138,2025-01-21 08:00:00,NYC_WAREHOUSE,40.78026442436589,-74.02520153539739,15.633524800113925,42.03446793934892,-62.18347550867318,31.649529008694593,0,0,0,0,0,0.21832375999430376,0.0,0.50348,0.50348,0.511638,0.511638,0.50605816,0.50605816,0.5013874,0.5013874,0.4883438,0.4883438,0.511638
EPC_000234,2025-01-08 19:00:00,CHI_STORE,40.832834483129396,-73.74813323562367,17.626941425812376,49.88025903813778,-52.209478553793105,32.81057909908693,0,0,0,0,0,0.1186529287093812,0.0,0.50447565,0.50447565,0.5039549,0.5039549,0.5309982,0.5309982,0.49989334,0.49989334,0.48974952,0.48974952,0.5309982
EPC_000756,2025-01-31 09:00:00,LA_WAREHOUSE,40.31503259030189,-73.5164315897721,14.619808841036111,51.66981954237082,-55.41466389154882,23.0982269804625,0,0,0,0,0,0.2690095579481945,0.0,0.5063347,0.5063347,0.49836445,0.49836445,0.51445967,0.51445967,0.49776083,0.49776083,0.50435644,0.50435644,0.51445967
EPC_000204,2025-01-25 01:00:00,CHI_STORE,40.396300237058895,-73.98791683814581,23.142237335916512,52.423527007987424,-51.90998654256465,15.969758774013174,0,0,0,0,0,0.15711186679582562,0.0,0.5020328,0.5020328,0.5007909,0.5007909,0.5451488,0.5451488,0.49147856,0.49147856,0.51102066,0.51102066,0.5451488
FAKE_000055,2025-01-16 03:30:00,SUSPICIOUS_WAREHOUSE,35.406164261573494,-79.8110663454453,10.419068667705442,91.24573053401267,-83.47743921660306,225.62984880593433,1,1,0,0,0,0.4790465666147279,1.4562984880593433,0.6285883,0.6285883,0.34175467,0.34175467,0.4169052,0.4169052,0.26859918,0.26859918,0.620326,0.620326,0.6285883
EPC_000719,2025-02-01 05:00:00,NYC_WAREHOUSE,40.786073492160256,-74.43278950761209,19.017063125430727,44.82536828206702,-63.043220180921615,56.66514366301773,0,0,0,0,0,0.04914684372846363,0.0,0.51020825,0.51020825,0.4979602,0.4979602,0.52346003,0.52346003,0.48828492,0.48828492,0.4927072,0.4927072,0.52346003
EPC_000614,2025-01-08 05:00:00,CHI_STORE,40.51884387970338,-73.69515112207179,18.464162479258764,48.80103938292009,-57.75109035941651,16.932439713303587,0,0,0,0,0,0.0767918760370618,0.0,0.50359356,0.50359356,0.51222336,0.51222336,0.5309391,0.5309391,0.49622852,0.49622852,0.4896668,0.4896668,0.5309391
FAKE_000076,2025-01-16 14:00:00,UNKNOWN_LOC,35.59688248460349,-79.44733077163377,7.5122718053438495,78.41391566885096,-71.00485684348347,108.68076405019227,1,0,1,0,1,0.6243864097328075,0.28680764050192264,0.5857847,0.5857847,0.3999874,0.3999874,0.38551778,0.38551778,0.3342609,0.3342609,0.5877076,0.5877076,0.5877076
EPC_000255,2025-01-04 16:00:00,CHI_STORE,40.31738665487303,-74.2556613787017,20.43957740571991,50.7171820144218,-47.164217673802625,16.75414768139121,0,0,0,0,0,0.021978870285995454,0.0,0.504244,0.504244,0.5102934,0.5102934,0.5347663,0.5347663,0.48060438,0.48060438,0.4830063,0.4830063,0.5347663
EPC_000002,2025-01-12 12:00:00,CHI_STORE,40.387523821281356,-73.55856206076005,21.37303587351208,46.31923863905457,-47.91224130640939,23.718482397576622,0,0,0,0,0,0.068651793675604,0.0,0.50382584,0.50382584,0.5045772,0.5045772,0.5513457,0.5513457,0.49843884,0.49843884,0.4894152,0.4894152,0.5513457
EPC_000187,2025-01-10 14:00:00,LA_WAREHOUSE,40.96337386312355,-73.81679198925632,21.94325458067428,50.239299553127324,-49.148323914321175,19.76071426376581,0,0,0,0,0,0.09716272903371408,0.0,0.5001456,0.5001456,0.50941,0.50941,0.5466976,0.5466976,0.501386,0.501386,0.4943296,0.4943296,0.5466976
EPC_000655,2025-01-30 19:00:00,CHI_STORE,40.85876411373298,-74.36076663702183,20.460097656011303,46.91584295435241,-52.787150145205494,15.192414173549523,0,0,0,0,0,0.023004882800565164,0.0,0.49957186,0.49957186,0.5218049,0.5218049,0.5300706,0.5300706,0.49065012,0.49065012,0.4770936,0.4770936,0.5300706
EPC_000433,2025-02-05 00:00:00,NYC_WAREHOUSE,40.7665151608152,-73.93410150170925,20.674938272325992,41.063571603561975,-47.45201967645587,26.685044757298215,0,0,0,0,0,0.0337469136162996,0.0,0.50088173,0.50088173,0.51583296,0.51583296,0.5423467,0.5423467,0.49912772,0.49912772,0.4708064,0.4708064,0.5423467
FAKE_000029,2025-01-15 14:30:00,UNKNOWN_LOC,35.32669177469978,-79.45322572625727,0.4802852165690954,83.34223201488808,-72.26556852259282,125.91223959694706,0,0,1,0,1,0.9759857391715453,0.4591223959694706,0.59373665,0.59373665,0.39126918,0.39126918,0.37540123,0.37540123,0.33655912,0.33655912,0.59839594,0.59839594,0.59839594
FAKE_000036,2025-01-15 18:00:00,UNKNOWN_LOC,35.4551865334996,-79.9836872637902,-0.1603376031690935,75.73580911950148,-75.2391372933802,209.2153935656678,1,0,1,0,1,1.0080168801584546,1.292153935656678,0.61818033,0.61818033,0.37046808,0.37046808,0.37833026,0.37833026,0.30475065,0.30475065,0.5952963,0.5952963,0.61818033
EPC_000279,2025-02-04 16:00:00,CHI_STORE,40.46290353780773,-74.15504384113555,19.444432692910343,37.202498501512636,-58.16838547301876,16.8328113432926,0,0,0,0,0,0.027778365354482838,0.0,0.49955472,0.49955472,0.5262437,0.5262437,0.5270732,0.5270732,0.49371982,0.49371982,0.46740624,0.46740624,0.5270732
FAKE_000051,2025-01-16 01:30:00,UNKNOWN_LOC,35.166803260385706,-79.21449485302978,3.6371847935220742,106.20915979726144,-107.78211148091066,179.98774959329074,0,0,1,1,1,0.8181407603238963,0.9998774959329074,0.6197828,0.6197828,0.342756,0.342756,0.3745283,0.3745283,0.28324986,0.28324986,0.6552044,0.6552044,0.6552044
EPC_000082,2025-01-17 21:00:00,CHI_STORE,40.89699838643297,-74.23898236120726,20.143424022957067,38.78626910934919,-55.213275259362106,39.665801455138215,0,0,0,0,0,0.007171201147853345,0.0,0.5023263,0.5023263,0.5153328,0.5153328,0.5360035,0.5360035,0.49796212,0.49796212,0.4702938,0.4702938,0.5360035
EPC_000565,2025-01-13 06:00:00,NYC_WAREHOUSE,40.43833207370656,-74.3965434602765,20.33436215572955,49.89188747819748,-52.6977427538055,29.739115732857485,0,0,0,0,0,0.016718107786477532,0.0,0.5064841,0.5064841,0.5052068,0.5052068,0.5324461,0.5324461,0.48063725,0.48063725,0.48705485,0.48705485,0.5324461
EPC_000599,2025-01-24 07:00:00,NYC_WAREHOUSE,40.598818368877915,-73.72325813408983,23.415730953595336,47.03835153340664,-51.81263735604687,30.54649728362238,0,0,0,0,0,0.1707865476797668,0.0,0.5018259,0.5018259,0.4972095,0.4972095,0.5536098,0.5536098,0.50275683,0.50275683,0.50828195,0.50828195,0.5536098
EPC_000476,2025-01-26 02:00:00,NYC_WAREHOUSE,40.64420585443649,-73.91306514694897,19.177179790716096,46.47277065893952,-63.43567020046607,16.262096197634733,0,0,0,0,0,0.0411410104641952,0.0,0.50249624,0.50249624,0.5184509,0.5184509,0.52761394,0.52761394,0.49507433,0.49507433,0.4872727,0.4872727,0.52761394
EPC_000881,2025-01-13 00:00:00,NYC_WAREHOUSE,40.087539961868266,-74.2931120998994,19.536901257295913,38.7715621547032,-65.2289821884174,39.68261152081432,0,0,0,0,0,0.023154937135204355,0.0,0.508504,0.508504,0.50716305,0.50716305,0.5242002,0.5242002,0.48319316,0.48319316,0.4853123,0.4853123,0.5242002
EPC_000243,2025-01-12 01:00:00,NYC_WAREHOUSE,40.55597530469906,-73.61984398853495,17.891431580718148,48.183641222129395,-67.26144337941282,52.21855981794895,0,0,0,0,0,0.10542842096409259,0.0,0.51301944,0.51301944,0.48974654,0.48974654,0.52728695,0.52728695,0.49471813,0.49471813,0.509172,0.509172,0.52728695
FAKE_000040,2025-01-15 20:00:00,SUSPICIOUS_WAREHOUSE,35.332882300158836,-79.76615856022987,2.024509239219162,53.86764696699495,-82.14567926423679,136.35325351438553,1,0,0,0,1,0.8987745380390418,0.5635325351438553,0.5894061,0.5894061,0.4048796,0.4048796,0.35053527,0.35053527,0.33749992,0.33749992,0.58478403,0.58478403,0.5894061
EPC_000747,2025-01-17 00:00:00,LA_WAREHOUSE,40.08176646093915,-73.97503269497459,18.34780282051449,35.96187547827223,-54.67143474754847,23.588353957865223,0,0,0,0,0,0.08260985897427542,0.0,0.50260955,0.50260955,0.51738715,0.51738715,0.5255575,0.5255575,0.49296442,0.49296442,0.46852723,0.46852723,0.5255575
EPC_000137,2025-01-05 05:00:00,LA_WAREHOUSE,40.98059121195888,-73.64657707419451,22.316832968960572,35.921373021957905,-51.477833909377686,11.513259989897149,0,0,0,0,0,0.1158416484480286,0.0,0.49375132,0.49375132,0.52656347,0.52656347,0.5474157,0.5474157,0.5136672,0.5136672,0.4745898,0.4745898,0.5474157
EPC_000278,2025-01-13 19:00:00,LA_WAREHOUSE,40.71937985437187,-73.79460492678639,20.565655531465502,42.2799491805149,-58.79282422383045,28.187296578774152,0,0,0,0,0,0.028282776573275114,0.0,0.5024523,0.5024523,0.51400846,0.51400846,0.54193556,0.54193556,0.5014332,0.5014332,0.48234597,0.48234597,0.54193556
EPC_000847,2025-01-26 18:00:00,LA_WAREHOUSE,40.31824303708406,-74.09783740801818,21.055344574144126,38.62339230488182,-52.18140628989469,48.40895111099173,0,0,0,0,0,0.05276722870720629,0.0,0.5067584,0.5067584,0.50007176,0.50007176,0.5435352,0.5435352,0.49335456,0.49335456,0.48142615,0.48142615,0.5435352
EPC_000604,2025-01-18 18:00:00,NYC_WAREHOUSE,40.11989426060624,-73.7843511616479,16.475865396011997,47.940376171770254,-45.04948052555976,53.52072557973403,0,0,0,0,0,0.17620673019940014,0.0,0.51107883,0.51107883,0.48564363,0.48564363,0.53014886,0.53014886,0.4916633,0.4916633,0.4932282,0.4932282,0.53014886
EPC_000603,2025-01-13 16:00:00,CHI_STORE,40.144430597488395,-73.73804189928272,16.498047736951374,50.69482402314305,-52.74155298561215,8.238312910997912,0,0,0,0,0,0.17509761315243128,0.0,0.50319445,0.50319445,0.5105641,0.5105641,0.5192277,0.5192277,0.4914168,0.4914168,0.49211043,0.49211043,0.5192277
EPC_000118,2025-01-08 03:00:00,CHI_STORE,40.325108905512614,-74.38374326410572,18.617406855964717,51.223844176934165,-55.899305935462955,46.867435849867654,0,0,0,0,0,0.06912965720176416,0.0,0.51205975,0.51205975,0.491414,0.491414,0.52481204,0.52481204,0.4779097,0.4779097,0.49767318,0.49767318,0.52481204
EPC_000634,2025-01-03 15:00:00,NYC_WAREHOUSE,40.80316466679981,-74.02724871872844,20.85572988944644,47.89729384429652,-51.42511063644054,1.246000513542378,0,0,0,0,0,0.04278649447232201,0.0,0.49736494,0.49736494,0.52602535,0.52602535,0.534974,0.534974,0.49541888,0.49541888,0.47941566,0.47941566,0.534974
EPC_000221,2025-02-01 07:00:00,CHI_STORE,40.467727072747074,-73.68066111455036,17.46031746900475,36.80859955547626,-60.4176244913677,38.560353672453175,0,0,0,0,0,0.12698412654976252,0.0,0.5048511,0.5048511,0.50939435,0.50939435,0.52665013,0.52665013,0.50484806,0.50484806,0.48043603,0.48043603,0.52665013
EPC_000687,2025-02-01 20:00:00,LA_WAREHOUSE,40.579355724009126,-74.37957394995479,18.294159468726452,48.195129079718015,-57.35653720771447,5.07472545431704,0,0,0,0,0,0.0852920265636774,0.0,0.49960917,0.49960917,0.52427346,0.52427346,0.5137625,0.5137625,0.48702192,0.48702192,0.48107827,0.48107827,0.52427346
EPC_000699,2025-01-26 11:00:00,LA_WAREHOUSE,40.86350397698458,-74.27671219352528,21.142595241876762,48.57346424810005,-59.90739236685152,44.71504787151961,0,0,0,0,0,0.05712976209383811,0.0,0.5068814,0.5068814,0.49930385,0.49930385,0.536181,0.536181,0.49175525,0.49175525,0.49886402,0.49886402,0.536181
EPC_000271,2025-01-20 00:00:00,NYC_WAREHOUSE,40.127213264778845,-73.60889321814012,18.35124687805465,48.46546671231013,-52.76383597017724,58.80465413541911,0,0,0,0,0,0.08243765609726754,0.0,0.514737,0.514737,0.48090178,0.48090178,0.54176706,0.54176706,0.4903241,0.4903241,0.5008903,0.5008903,0.54176706
FAKE_000083,2025-01-16 17:30:00,UNKNOWN_LOC,35.412398602338385,-79.0305531406303,7.455218421881968,93.79337099120204,-95.82398431745128,285.0274358035231,1,0,0,0,1,0.6272390789059016,2.0502743580352307,0.64009404,0.64009404,0.32371,0.32371,0.42381224,0.42381224,0.25337029,0.25337029,0.6391859,0.6391859,0.64009404
FAKE_000037,2025-01-15 18:30:00,UNKNOWN_LOC,35.80626574276415,-79.37019606945807,-13.904190526913418,60.14312197645735,-78.85378077589999,169.77053347514885,1,1,0,1,1,1.6952095263456708,0.8977053347514885,0.5927713,0.5927713,0.3944591,0.3944591,0.34795964,0.34795964,0.3527329,0.3527329,0.57405543,0.57405543,0.5927713
EPC_000860,2025-01-07 19:00:00,CHI_STORE,40.68553206195212,-74.42913353164445,15.84347680970071,50.11893365748556,-51.83741426108883,18.757302639034993,0,0,0,0,0,0.20782615951496447,0.0,0.5013441,0.5013441,0.5130235,0.5130235,0.5043889,0.5043889,0.48798212,0.48798212,0.4853987,0.4853987,0.5130235
EPC_000491,2025-01-28 08:00:00,NYC_WAREHOUSE,40.298606833571974,-74.1847078815975,20.193085981496548,49.35181876811852,-65.9834422924536,8.859102883322725,0,0,0,0,0,0.0096542990748274,0.0,0.50418586,0.50418586,0.51741445,0.51741445,0.52440184,0.52440184,0.48250273,0.48250273,0.49315384,0.49315384,0.52440184
EPC_000082,2025-02-02 04:00:00,NYC_WAREHOUSE,40.05454461059002,-74.27330739267612,18.745024123443528,48.987247525384426,-50.85958346712587,16.885272785887878,0,0,0,0,0,0.06274879382782358,0.0,0.50522935,0.50522935,0.5099448,0.5099448,0.52416164,0.52416164,0.47873002,0.47873002,0.48303494,0.48303494,0.52416164
EPC_000763,2025-01-19 11:00:00,NYC_WAREHOUSE,40.564485844381686,-73.82079253624813,21.221458603299393,35.36593569242389,-50.12059983310952,40.735665658478325,0,0,0,0,0,0.06107293016496964,0.0,0.50255436,0.50255436,0.5083866,0.5083866,0.5484774,0.5484774,0.50393456,0.50393456,0.47301027,0.47301027,0.5484774
EPC_000599,2025-01-24 21:00:00,NYC_WAREHOUSE,40.19469573329217,-74.31751501446223,23.29129503543132,44.19141613227572,-55.108551532105935,57.771410714013705,0,0,0,0,0,0.1645647517715661,0.0,0.50925636,0.50925636,0.48169518,0.48169518,0.54570866,0.54570866,0.48784727,0.48784727,0.51417905,0.51417905,0.54570866
EPC_000229,2025-01-24 00:00:00,LA_WAREHOUSE,40.43389343411215,-73.98753488201592,17.744830238386378,40.078431269238166,-52.640363212976695,21.200169590669336,0,0,0,0,0,0.11275848808068112,0.0,0.50090986,0.50090986,0.5183488,0.5183488,0.52255815,0.52255815,0.49621254,0.49621254,0.4715677,0.4715677,0.52255815
FAKE_000045,2025-01-15 22:30:00,SUSPICIOUS_WAREHOUSE,35.459675067001605,-79.05554289783473,-0.47035492489996056,85.3636985393043,-84.45230685250044,240.72611571651993,1,0,1,0,1,1.023517746244998,1.6072611571651994,0.6281456,0.6281456,0.34409595,0.34409595,0.39634904,0.39634904,0.28839648,0.28839648,0.62542284,0.62542284,0.6281456
FAKE_000075,2025-01-16 13:30:00,SUSPICIOUS_WAREHOUSE,35.615743343500206,-79.81991565705965,0.5193147932679301,95.15912697847335,-78.64364367261079,183.50584885469132,0,0,1,1,1,0.9740342603366035,1.0350584885469132,0.6143673,0.6143673,0.36420915,0.36420915,0.38622668,0.38622668,0.3069014,0.3069014,0.61623764,0.61623764,0.61623764
EPC_000238,2025-02-04 10:00:00,LA_WAREHOUSE,40.9642524104159,-74.16941498715691,20.425031645866138,46.52120177634348,-60.614037278561696,12.093021658819632,0,0,0,0,0,0.021251582293306905,0.0,0.49882764,0.49882764,0.5252736,0.5252736,0.5299986,0.5299986,0.4966611,0.4966611,0.4820028,0.4820028,0.5299986
EPC_000436,2025-01-19 07:00:00,NYC_WAREHOUSE,40.53221777336969,-74.3739363254559,19.314632571453853,55.43470342409974,-46.75562385246176,46.67277044388795,0,0,0,0,0,0.03426837142730736,0.0,0.5109048,0.5109048,0.49086046,0.49086046,0.5346247,0.5346247,0.47738385,0.47738385,0.49347156,0.49347156,0.5346247
EPC_000765,2025-02-01 08:00:00,NYC_WAREHOUSE,40.56055673592216,-73.87137524428181,20.276664050833567,48.39720682225689,-59.867025068854076,46.94491444949071,0,0,0,0,0,0.013833202541678347,0.0,0.5102165,0.5102165,0.4949286,0.4949286,0.5419148,0.5419148,0.4906662,0.4906662,0.49708962,0.49708962,0.5419148
